Abbr,Term,Country
VEAZ,Tuirial Airfield,IN
VEBA,Behala Airport,IN
VEBD,Bagdogra Airport,IN
VEBG,Balurghat Airport,IN
VEBI,Shillong Airport,IN
VEBK,Bokaro Airport,IN
VEBM,Berhampur Airport,IN
VEBS,Biju Patnaik Airport,IN
VECA,Chabua Air Force Station,IN
VECC,Netaji Subhash Chandra Bose International Airport,IN
VECK,Chakulia Airport,IN
VECO,Cooch Behar Airport,IN
VEDB,Dhanbad Airport,IN
VEDG,Kazi Nazrul Islam Airport,IN
VEDX,Kalaikunda Air Force Station,IN
VEDZ,Daporijo Airport,IN
VEGK,Gorakhpur Airport,IN
VEGT,Lokpriya Gopinath Bordoloi International Airport,IN
VEGY,Gaya Airport,IN
VEHK,Hirakud Airport,IN
VEIM,Imphal Airport,IN
VEJH,Jharsuguda Airport,IN
VEJP,Jeypore Airport,IN
VEJS,Sonari Airport,IN
VEJT,Jorhat Airport,IN
VEKI,Kushinagar International Airport,IN
VEKJ,Kendujhar Airport,IN
VEKM,Kamalpur Airport,IN
VEKR,Kailashahar Airport,IN
VEKU,Silchar Airport,IN
VEKW,Khowai Airport,IN
VELP,Lengpui Airport,IN
VELR,Lilabari North Lakhimpur Airport,IN
VEMH,Malda Airport,IN
VEMN,Dibrugarh Airport,IN
VEMR,Dimapur Airport,IN
VEMZ,Muzaffarpur Airport,IN
VENP,Nawapara Airport,IN
VEPG,Pasighat Airport,IN
VEPH,Panagarh Air Force Station,IN
VEPI,Barrackpore Air Force Station,IN
VEPT,Jay Prakash Narayan Airport,IN
VEPU,Purnea Airport,IN
VERC,Birsa Munda Airport,IN
VERK,Rourkela Airport,IN
VERL,Raxaul Airport,IN
VERU,Rupsi Airport,IN
VETZ,Tezpur Airport,IN
VEUK,Utkela Airport,IN
VEVZ,Visakhapatnam Airport / INS Dega,IN
VEZO,Ziro Airport,IN
VG-0001,Eustatia Heliport,VG
VG00,Mears Field,US
VG01,Eureka Airport,US
VG02,Innsbrook Technical Center Heliport,US
VG03,Chesapeake Energy Center Heliport,US
VG04,Yorktown Power Station Heliport,US
VG05,Payne Airport,US
VG06,Fulcher Family Farms Airport,US
VG07,Rular Airport,US
VG08,Montgomery Regional Hospital Heliport,US
VG09,Starbase Airport,US
VG10,Cathro Airport,US
VG11,Carrsville Volunteer Fire Department Heliport,US
VG12,Simpsonville Airport,US
VG13,White Stone Heliport,US
VG14,Philip M Grabill Jr Memorial Heliport,US
VG15,White Stone Family Practice Heliport,US
VG16,Landis Airport,US
VG17,Defense Supply Center Richmond Heliport,US
VG18,Sky Bryce Airport,US
VG19,Sawyer Airport,US
VG20,Onley Airport,US
VG21,Irvington Marina Seaplane Base,US
VG22,Rockfish Airport,US
VG23,Smith Airport,US
VG24,Mayers Airport,US
VG25,Robinson Airport,US
VG27,Windy Ridge Airport,US
VG28,Mann Airport,US
VG29,Branham Mill Airpark,US
VG30,Scott Farm Strip,US
VG31,Sager Field,US
VG32,Eastview Airport,US
VG33,Bull Farm Airport,US
VG34,Merifield Airport,US
VG35,Walker Army Heliport,US
VG36,Keysville Airport,US
VG37,Umphlett Airstrip,US
VG38,Easter Field,US
VG39,Earth Airport,US
VG40,Woody Field Airport,US
VG41,Smyth County Community Hospital Heliport,US
VG42,Henshaw Airport,US
VG43,Arrowpoint Airport,US
VG44,Dickerson Port Heliport,US
VG45,Medical College of Virginia Heliport,US
VG46,Carilion Franklin Memorial Hospital Heliport,US
VG47,Carilion Patient Transportation Services Heliport,US
VG48,Clear Moore Corp. Kenneth Moore Heliport,US
VG49,Tappahannock Hospital Heliport,US
VG50,Lonesome Pine Hospital Heliport,US
VG51,Sentara Obici Hospital Heliport,US
VG52,Woodridge Field,US
VG53,Venning's Landing Airport,US
VG54,Bear River Field,US
VG55,Woodstock Airport,US
VG56,Midway Airport,US
VG57,Maples Field,US
VG58,Abbott Airport,US
VG59,Cedar Point Landing Heliport,US
VG62,Carilion Roanoke Memorial Hospital Heliport,US
VG63,Federal Reserve Heliport,US
VG64,Lee Field,US
VG94,Loves Helipad,US
VGBG,Bogra Airport,BD
VGBR,Barisal Airport,BD
VGCB,Cox's Bazar Airport,BD
VGCM,Comilla Airport,BD
VGEG,Shah Amanat International Airport,BD
VGIS,Ishurdi Airport,BD
VGJR,Jessore Airport,BD
VGLM,Lalmonirhat Airport,BD
VGRJ,Shah Mokhdum Airport,BD
VGSD,Saidpur Airport,BD
VGSG,Thakurgaon Airport,BD
VGSH,Shamshernagar Airport,BD
VGSY,Osmany International Airport,BD
VGTJ,Tejgaon Airport,BD
VGZR,Hazrat Shahjalal International Airport,BD
VHHH,Hong Kong International Airport,HK
VHHX,Hong Kong International Airport Kai Tak,HK
VHSK,Shek Kong Air Base,HK
VHST,Shun Tak Heliport,HK
VI00,Saifai Airport,IN
VI01,DPS Heliport,VI
VI02,St. Thomas Waterfront Heliport,VI
VI03,Frenchman's Reef Heliport,VI
VI04,Stouffer Grand Beach Resort Heliport,VI
VI20,Bhilwara Airport,IN
VI22,Charlotte Amalie Harbor Seaplane Base,VI
VI32,Christiansted Harbor Seaplane Base,VI
VI40,Karnal Airport,IN
VI43,Suratgarh New Airport,IN
VI57,Thoise Airport,IN
VI65,Kargil Airport,IN
VI66,Fukche Advanced Landing Ground,IN
VI69,Jhunjhunu Airport,IN
VI70,Pilani New Airport,IN
VI71,Pinjore Airfield and Flying Club,IN
VI73,Nagaur Airport,IN
VI75,IIT Kanpur Airport,IN
VI76,Band Tal Airport,IN
VI82,Maa Ganga Airport Uttarkashi,IN
VI88,Beas Airport,IN
VI90,Akbarpur Mahamaya Rajkiya Airport,IN
VIAG,Agra Airport / Agra Air Force Station,IN
VIAH,Dhanipur Airstrip,IN
VIAL,Prayagraj Deendayal Upadhyay Airport / Bamrauli Air Force Station,IN
VIAM,Ambala Air Force Station,IN
VIAR,Sri Guru Ram Dass Jee International Airport,IN
VIAW,Awantipura Air Force Station,IN
VIAX,Adampur Airport,IN
VIB,Villa Constitución Airport,MX
VIBK,Nal Airport,IN
VIBL,Bakshi Ka Talab Air Force Station,IN
VIBN,Lal Bahadur Shastri Airport,IN
VIBR,Kullu Manali Airport,IN
VIBT,Bhatinda Air Force Station,IN
VIBW,Bhiwani Airport,IN
VIBY,Bareilly Air Force Station,IN
VICG,Chandigarh International Airport,IN
VICX,Kanpur Airport,IN
VIDD,Safdarjung Airport,IN
VIDF,Pithoragarh Airport,IN
VIDN,Dehradun Jolly Grant Airport,IN
VIDP,Indira Gandhi International Airport,IN
VIDX,Hindon Airport / Hindon Air Force Station,IN
VIF,Vieste Heliport,IT
VIGG,Kangra Airport,IN
VIGR,Gwalior Airport,IN
VIHR,Hissar Airport,IN
VIHX,Halwara Air Force Station,IN
VIJN,Jhansi Airport,IN
VIJO,Jodhpur Airport,IN
VIJP,Jaipur International Airport,IN
VIJR,Jaisalmer Airport,IN
VIJU,Jammu Airport,IN
VIKA,Kanpur Civil Airport,IN
VIKG,Kishangarh Airport Ajmer,IN
VIKO,Kota Airport,IN
VILD,Ludhiana Airport,IN
VILH,Leh Kushok Bakula Rimpochee Airport,IN
VILK,Chaudhary Charan Singh International Airport,IN
VILP,Lalitpur Airport,IN
VIPK,Pathankot Airport,IN
VIPL,Patiala Airport,IN
VIPT,Pantnagar Airport,IN
VIRB,Fursatganj Airport,IN
VISA,Sirsa Air Force Station,IN
VISM,Shimla Airport,IN
VISP,Sarsawa Air Force Station,IN
VISR,Sheikh ul Alam International Airport,IN
VIST,Satna Airport,IN
VIUT,Uttarlai Airport,IN
VIUX,Udhampur Air Force Station,IN
VIV,Vivigani Airfield,PG
VJQ,Gurue Airport,MZ
VKX,Potomac Airfield,US
VLAP,Attopeu Airport,LA
VLHS,Ban Huoeisay Airport,LA
VLLB,Luang Phabang International Airport,LA
VLLN,Luang Namtha Airport,LA
VLOS,Oudomsay Airport,LA
VLPS,Pakse International Airport,LA
VLPV,Phonesavanh Airport,LA
VLSB,Sayaboury Airport,LA
VLSK,Savannakhet Airport,LA
VLSN,Sam Neua Airport,LA
VLSV,Saravane Airport,LA
VLTK,Thakhek Airport,LA
VLVT,Wattay International Airport,LA
VLXK,Xieng Khouang Airport,LA
VLXL,Xienglom Airport,LA
VMI,Aeropuerto Nacional Dr. Juan Plate,PY
VMMC,Macau International Airport,MO
VN-0001,Dong Hoi Airport,VN
VN-0002,Duc My Airstrip,VN
VN-0003,Bach Mai Heliport,VN
VN-0004,Yen Bai Air Base,VN
VN-0005,Đảo Trường Sa (Spratly Island) Airport,VN
VN-0006,Đảo Nam Yết (Namyit Island) Helipad,VN
VN-0007,Đá Tây (West London Reef) Helipad,VN
VN-0008,Đá Lớn (Discovery Great Reef) Helipad,VN
VN-0009,Đảo Phan Vinh (Pearson Reef B) Helipad,VN
VN-0010,Phu Quoc Airport,VN
VN-0011,Năm Căn Heliport,VN
VN-0012,Nước Mặn (Marble Mountain) Air Facility,VN
VN-0013,Red Beach Airfield,VN
VN-0014,Central Pediatric Institute Helipad,VN
VN-0015,Keangnam Tower A Helipad,VN
VN-0016,Keangnam Tower B Helipad,VN
VN-0017,Keangnam Hanoi Landmark Tower Helipad,VN
VN-0018,Long Thanh International Airport (under construction),VN
VN-0019,Phu Quy Airport,VN
VN-0020,Ongkarak Airport (Klong 16),TH
VN-0021,Đảo An Bang (Amboyna Cay) Helipad,VN
VN-0022,Trường Sa Đông (Central London Reef) Helipad,VN
VN-0023,Đảo Trường Sa (Spratly Island) Hospital Heliport,VN
VN-0024,Đảo Phan Vinh (Pearson Reef A) Helipad,VN
VN-0025,Đảo Sơn Ca (Sand Cay) Helipad,VN
VN-0026,Đảo Sinh Tồn (Sin Cowe Island) Helipad,VN
VN-0027,Đảo Sinh Tồn Đông (Sin Cowe East Island) Helipad,VN
VN-0028,Đảo Song Tử Tây (Southwest Cay) Helipad,VN
VN-0029,Phu Tho Municipal Airport,VN
VN-0030,Hoa Lac Airfield,VN
VN-0031,Hai Au Seaplane Base,VN
VN-0032,Tuan Chau Heliport,VN
VN-0033,Ha Long Heliport,VN
VN-0034,108 Hospital Northeast Heliport,VN
VN-0035,108 Hospital North Tower Heliport,VN
VN-0036,108 Hospital South Tower Heliport,VN
VN-0037,Tay Loc Airfield,VN
VN-0038,Bu Dop Airport,VN
VN-0039,Phuoc Binh Airport,VN
VN-0040,Tan Loi Airport,VN
VN-0041,Minh Tam Airport,VN
VN-0042,Dau Tieng Airport,VN
VN-0043,Chon Thanh Airport,VN
VN-0044,Phu Giao Airport,VN
VN-0045,Long Khanh Airport,VN
VN-0046,Thong Binh Airport,VN
VN-0047,Dak Mil Airport,VN
VN-0048,Can Tho Army Airfield,VN
VN-0049,Binh Duong Airport,VN
VN-0050,Chau Duc Airport,VN
VN-0051,Bãi Vũng Mây 1 (Orleana Shoal) Helipad,VN
VN-0052,Bãi Vũng Mây 2 (Kingston Shoal) Helipad,VN
VN-0053,Bãi Vũng Mây 3 (Bombay Castle Shoal) Helipad,VN
VN-KON,Kontum Airport,VN
VNBG,Bajhang Airport,NP
VNBJ,Bhojpur Airport,NP
VNBL,Baglung Airport,NP
VNBP,Bharatpur Airport,NP
VNBR,Bajura Airport,NP
VNBT,Baitadi Airport,NP
VNBW,Gautam Buddha International Airport,NP
VNCG,Bhadrapur Airport,NP
VNDG,Tulsipur Airport,NP
VNDH,Dhangarhi Airport,NP
VNDL,Darchula Airport,NP
VNDP,Dolpa Airport,NP
VNDR,Dhorpatan Airport,NP
VNDT,Silgadi Doti Airport,NP
VNGK,Palungtar Airport,NP
VNJI,Jiri Airport,NP
VNJL,Jumla Airport,NP
VNJP,Janakpur Airport,NP
VNJS,Jomsom Airport,NP
VNKL,Kangel Danda Airport,NP
VNKT,Tribhuvan International Airport,NP
VNLD,Lamidanda Airport,NP
VNLK,Lukla Airport,NP
VNLT,Langtang Airport,NP
VNMA,Manang Airport,NP
VNMG,Meghauli Airport,NP
VNMN,Mahendranagar Airport,NP
VNNG,Nepalgunj Airport,NP
VNPK,Pokhara Airport,NP
VNPL,Phaplu Airport,NP
VNRB,Rajbiraj Airport,NP
VNRC,Ramechhap Airport,NP
VNRK,Rukum Chaurjahari Airport,NP
VNRP,Rolpa Airport,NP
VNRT,Rumjatar Airport,NP
VNSB,Syangboche Airport,NP
VNSI,Simara Airport,NP
VNSK,Surkhet Airport,NP
VNSL,Rukum Salle Airport,NP
VNSR,Sanfebagar Airport,NP
VNST,Simikot Airport,NP
VNTH,Thamkharka Airport,NP
VNTJ,Taplejung Airport,NP
VNTP,Tikapur Airport,NP
VNTR,Tumling Tar Airport,NP
VNVT,Biratnagar Airport,NP
VO26,Kovilpatti Airport,IN
VO52,Harihar Airport,IN
VO55,Murod Kond Airport,IN
VO80,Tuticorin Airport,IN
VO94,Campbell Bay Airport / INS Baaz,IN
VO95,Hosur Airport,IN
VOAR,INS Rajali / Arakkonam Naval Air Station,IN
VOAT,Agatti Airport,IN
VOBG,HAL Airport,IN
VOBI,Bellary Airport,IN
VOBL,Kempegowda International Airport,IN
VOBR,Bidar Airport / Bidar Air Force Station,IN
VOBZ,Vijayawada Airport,IN
VOCB,Coimbatore International Airport,IN
VOCC,INS Garuda / Willingdon Island Naval Air Station,IN
VOCI,Cochin International Airport,IN
VOCL,Calicut International Airport,IN
VOCP,Kadapa Airport,IN
VOCX,Car Nicobar Air Force Base,IN
VODG,Dundigul Air Force Academy,IN
VODK,Dunakonda Airport,IN
VOHK,Hakimpet Airport,IN
VOHS,Rajiv Gandhi International Airport,IN
VOHY,Begumpet Airport,IN
VOKN,Kannur International Airport,IN
VOKP,Baldota Koppal Aerodrome,IN
VOKU,Kurnool Airport,IN
VOMD,Madurai Airport,IN
VOML,Mangalore International Airport,IN
VOMM,Chennai International Airport,IN
VOMY,Mysore Airport,IN
VONS,Nagarjuna Sagar Airport,IN
VOPB,Veer Savarkar International Airport / INS Utkrosh,IN
VOPC,Pondicherry Airport,IN
VOPN,Sri Sathya Sai Airport,IN
VORG,Basanth Nagar Airport,IN
VORM,Ramnad Naval Air Station,IN
VORY,Rajahmundry Airport,IN
VOSM,Salem Airport,IN
VOSX,Coimbatore Air Force Station,IN
VOTJ,Thanjavur Air Force Station,IN
VOTP,Tirupati Airport,IN
VOTR,Tiruchirappalli International Airport,IN
VOTV,Trivandrum International Airport,IN
VOTX,Tambaram Air Force Station,IN
VOVR,Vellore Airport,IN
VOWA,Warangal Airport,IN
VOYK,Yelahanka Air Force Station,IN
VQ10,Yongphulla Airport,BT
VQBT,Bathpalathang Airport,BT
VQGP,Gelephu Airport,BT
VQPR,Paro International Airport,BT
VQTU,Thimphu Heliport,BT
VRBK,Kulhudhuffushi Airport,MV
VRDA,Maafaru International Airport,MV
VREI,Ifuru Airport,MV
VRMD,Dharavandhoo Airport,MV
VRMF,Fuvahmulah Airport,MV
VRMG,Gan International Airport,MV
VRMH,Hanimaadhoo Airport,MV
VRMK,Kadhdhoo Airport,MV
VRMM,Malé International Airport,MV
VRMO,Kooddoo Airport,MV
VRMT,Kaadedhdhoo Airport,MV
VRMU,Dhaalu Atoll Airport,MV
VRMV,Villa Airport,MV
VRNT,Thimarafushi Airport,MV
VRQM,Maavaarulaa Airport,MV
VT01,Teal Farm Airport,US
VT02,Red Fox Airport,US
VT03,Maule's Roost Airport,US
VT04,Southwestern Vermont Heliport,US
VT06,Santa's Airport,US
VT07,Berlin Armory Heliport,US
VT08,Bradford Armory Heliport,US
VT09,Spencer Airport,US
VT10,Manning Personal Airstrip,US
VT11,Ass-Pirin Acres Airport,US
VT12,E.A.Deeds Farm Airport,US
VT13,Holloway Airport,US
VT14,Axinn Airport,US
VT15,Savage Island Airport,US
VT16,Velco Heliport,US
VT17,Smith Airport,US
VT18,Morrisville Armory Heliport,US
VT19,Newport Armory Heliport,US
VT20,Mach Personal Strip,US
VT21,State Garage Site Heliport,US
VT22,Shelburne Farms Airport,US
VT23,Bostwick Farm Airport,US
VT24,Torrey Airport,US
VT25,Sky Acres Airport,US
VT26,Allenholm Airport,US
VT27,Villeneuve Heliport,US
VT28,Vergennes Armory Heliport,US
VT29,Mad River Fly-In Airport,US
VT30,Ketcham Landing Area Airport,US
VT31,Carriers Skypark Airport,US
VT32,Bobby Heliport,US
VT33,Yankee Kingdom Airport,US
VT34,Major W. Guth STOLport,US
VT35,Williston Armory Heliport,US
VT36,MCHV Heliport,US
VT37,Windsor Armory Heliport,US
VT38,Greenwoods Airfield,US
VT39,Taylor Airport,US
VT40,Wenlock Crossing Heliport,US
VT41,Moore's Field,US
VT42,Two Tails Airport,US
VT43,Onyon Airport,US
VT44,Perras Field,US
VT45,Davis Private Airport,US
VT46,Northern Lights Airport,US
VT47,Miller Farm Airfield,US
VT48,Fairholt Airport,US
VT50,Enosburg Falls Armory Heliport,US
VT51,Ibm Heliport,US
VT52,Shaw Meadow Airport,US
VT53,Bailey Airport,US
VT54,R G Newsome Heliport,US
VT55,Brandon Airport,US
VT56,West Burke Aerodrome,US
VT57,Malletts Head Seaplane Base,US
VT58,Stave Island Seaplane Base,US
VT59,Ardell Flying Field,US
VT60,Hulett Landing Strip,US
VT61,Rutland Regional Medical Center Heliport,US
VT62,Catamount Airfield,US
VT63,Douglas Field,US
VT64,Mountain View Farm Airport,US
VT67,Central Vermont Medical Center Heliport,US
VT70,North Country Hospital Heliport,US
VT73,Melrose Springs Airfield,US
VT8,Shelburne Airport,US
VT80,Monument Farms Dairy Bittersweet Falls Road Heliport,US
VT88,VTPAD Heliport,US
VT96,Mansfield Heliflight Inc Heliport,US
VTA,Victoria Airport,HN
VTBD,Don Mueang International Airport,TH
VTBH,Sa Pran Nak Airport,TH
VTBI,Khao E To Airport,TH
VTBK,Kamphaeng Saen Airport,TH
VTBL,Khok Kathiam Airport,TH
VTBN,Prachuap Khiri Khan Airport,TH
VTBO,Trat Airport,TH
VTBP,Prachuap Airport,TH
VTBS,Suvarnabhumi Airport,TH
VTBT,Bang Phra Airport,TH
VTBU,U-Tapao International Airport,TH
VTBW,Watthana Nakhon Airport,TH
VTCB,Phayao Ban Chiang Kham Airport,TH
VTCC,Chiang Mai International Airport,TH
VTCH,Mae Hong Son Airport,TH
VTCI,Pai Airport,TH
VTCL,Lampang Airport,TH
VTCN,Nan Airport,TH
VTCO,Lamphun Airport,TH
VTCP,Phrae Airport,TH
VTCR,Old Chiang Rai Airport,TH
VTCS,Mae Sariang Airport,TH
VTCT,Mae Fah Luang - Chiang Rai International Airport,TH
VTCY,Nok Airfield,TH
VTED,Udorn Air Base,TH
VTPB,Phetchabun Airport,TH
VTPH,Hua Hin Airport,TH
VTPI,Takhli Airport,TH
VTPL,Sak Long Airport,TH
VTPM,Mae Sot Airport,TH
VTPN,Nakhon Sawan Airport,TH
VTPO,Sukhothai Airport,TH
VTPP,Phitsanulok Airport,TH
VTPR,Photharam Airport,TH
VTPT,Tak Airport,TH
VTPU,Uttaradit Airport,TH
VTPY,Khunan Phumipol Airport,TH
VTSA,Khoun Khan Airport,TH
VTSB,Surat Thani Airport,TH
VTSC,Narathiwat Airport,TH
VTSE,Chumphon Airport,TH
VTSF,Nakhon Si Thammarat Airport,TH
VTSG,Krabi Airport,TH
VTSH,Songkhla Airport,TH
VTSK,Pattani Airport,TH
VTSM,Samui Airport,TH
VTSN,Cha Eian Airport,TH
VTSP,Phuket International Airport,TH
VTSR,Ranong Airport,TH
VTSS,Hat Yai International Airport,TH
VTST,Trang Airport,TH
VTSW,Phuket Airpark,TH
VTUD,Udon Thani Airport,TH
VTUI,Sakon Nakhon Airport,TH
VTUJ,Surin Airport,TH
VTUK,Khon Kaen Airport,TH
VTUL,Loei Airport,TH
VTUN,Khorat Airport,TH
VTUO,Buri Ram Airport,TH
VTUQ,Nakhon Ratchasima Airport,TH
VTUR,Rob Muang Airport,TH
VTUU,Ubon Ratchathani Airport,TH
VTUV,Roi Et Airport,TH
VTUW,Nakhon Phanom Airport,TH
VTUZ,Nam Phung Dam Airport,TH
VU-0001,Turtle Bay Airfield,VU
VU-0002,Luganville Airfield,VU
VU-0003,Palikulo Bay Airfield,VU
VU-0004,Luganville Seaplane Base,VU
VUU,Mvuu Camp Airport,MW
VV02,Bien Hoa Air Base,VN
VV03,Haiphong Kien An Airport,VN
VVBM,Buon Ma Thuot Airport,VN
VVCA,Chu Lai Airport,VN
VVCI,Cat Bi International Airport,VN
VVCL,Cam Ly Airport,VN
VVCM,Cà Mau Airport,VN
VVCR,Cam Ranh International Airport / Cam Ranh Air Base,VN
VVCS,Con Dao Airport,VN
VVCT,Can Tho International Airport,VN
VVDB,Dien Bien Phu Airport,VN
VVDL,Lien Khuong Airport,VN
VVDN,Da Nang International Airport,VN
VVGL,Gia Lam Air Base,VN
VVKP,Kep Air Base,VN
VVN,Las Malvinas/Echarate Airport,PE
VVNB,Noi Bai International Airport,VN
VVNS,Na San Airport,VN
VVNT,Nha Trang Air Base,VN
VVPB,Phu Bai International Airport,VN
VVPC,Phu Cat Airport,VN
VVPK,Pleiku Airport,VN
VVPQ,Phu Quoc International Airport,VN
VVPR,Phan Rang Airport,VN
VVPT,Phan Thiet Airport,VN
VVRG,Rach Gia Airport,VN
VVTH,Dong Tac Airport,VN
VVTS,Tan Son Nhat International Airport,VN
VVTX,Tho Xuan Airport,VN
VVVD,Van Don International Airport,VN
VVVH,Vinh Airport,VN
VVVT,Vung Tau Airport,VN
VY02,New Magway Airport,MM
VYAN,Ann Airport,MM
VYAS,Anisakan Airport,MM
VYBG,Bagan Airport,MM
VYBM,Banmaw Airport,MM
VYBP,Bokpyinn Airport,MM
VYCI,Coco Island Airport,MM
VYCZ,Chanmyathazi Airport,MM
VYDW,Dawei Airport,MM
VYEL,Nay Pyi Taw International Airport,MM
VYGG,Gangaw Airport,MM
VYGW,Gwa Airport,MM
VYHB,Hmawbi Air Base,MM
VYHL,Hommalinn Airport,MM
VYHN,Tilin Airport,MM
VYKG,Kengtung Airport,MM
VYKI,Kanti Airport,MM
VYKL,Kalay Airport,MM
VYKP,Kyaukpyu Airport,MM
VYKT,Kawthoung Airport,MM
VYKU,Kyauktu Airport,MM
VYLK,Loikaw Airport,MM
VYLN,Lonekin Airport,MM
VYLS,Lashio Airport,MM
VYLY,Lanywa Airport,MM
VYMD,Mandalay International Airport,MM
VYME,Myeik Airport,MM
VYMH,Mong Hpayak Airport,MM
VYMI,Mongyai Airport,MM
VYMK,Myitkyina Airport,MM
VYML,Meiktila Air Base,MM
VYMM,Mawlamyine Airport,MM
VYMN,Manaung Airport,MM
VYMO,Momeik Airport,MM
VYMP,Mongpyin Airport,MM
VYMS,Mong Hsat Airport,MM
VYMT,Mong Tong Airport,MM
VYMU,Mrauk-U Airport,MM
VYMW,Magway Airport,MM
VYMY,Monywar Airport,MM
VYNM,Naungmom Airport,MM
VYNP,Nampong Air Base,MM
VYNS,Namsang Airport,MM
VYNT,Namtu Airport,MM
VYPA,Hpa-N Airport,MM
VYPB,Phonngbyin Airport,MM
VYPE,Seinzan (Paletwa) Airport,MM
VYPI,Pearl Island Airport,MM
VYPK,Pauk Airport,MM
VYPL,Pinlebu Airport,MM
VYPN,Pathein Airport,MM
VYPP,Hpapun Airport,MM
VYPT,Putao Airport,MM
VYPU,Pakhokku Airport,MM
VYPW,Palaw Airport,MM
VYPY,Pyay Airport,MM
VYSA,Saw Airport,MM
VYSL,Salingyi Airport,MM
VYSO,Sedoktayar Airport,MM
VYST,Shante Air Base,MM
VYSW,Sittwe Airport,MM
VYTD,Thandwe Airport,MM
VYTL,Tachileik Airport,MM
VYTN,Tanai Airport,MM
VYTO,Taungoo Airport,MM
VYTY,Tanyang Airport,MM
VYXG,Kyaukhtu South Airport,MM
VYYE,Ye Airport,MM
VYYY,Yangon International Airport,MM
W00,Freeway Airport,US
W04,Ocean Shores Municipal Airport,US
W07,Leon Airport,US
W09,Lower Monumental State Airport,US
W10,Whidbey Air Park,US
W12,Lost River Airport,US
W13,Eagle's Nest Airport,US
W16,First Air Field,US
W18,Suburban Airport,US
W19,Verona Airport,US
W20,Moses Lake Municipal Airport,US
W23,Wild Rose Idlewild Airport,US
W24,Falwell Airport,US
W26,Foxair Seaplane Base,US
W27,Woodland State Airport,US
W29,Bay Bridge Airport,US
W33,Friday Harbor Seaplane Base,US
W34,Shiocton Airport,US
W36,Will Rogers Wiley Post Memorial Seaplane Base,US
W37,American Lake Seaplane Base,US
W39,Roche Harbor Seaplane Base,US
W42,Fallston Airport,US
W48,Essex Skypark Airport,US
W49,Rosario Seaplane Base,US
W50,Davis Airstrip,US
W52,Goheen Airport,US
W55,Kenmore Air Harbor Seaplane Base,US
W56,Fly For Fun Airport,US
W57,Round Lake Airport and Seaplane Base,US
W58,Cedars North Airpark,US
W73,Mid Atlantic Soaring Center Airport,US
W75,Hummel Field,US
W79,Tappahannock Municipal Airport,US
W87,Wickenheiser Airport,US
W88,Air Harbor Airport,US
WA00,Mercer Ranch Airport,US
WA01,Wirkkala Airport,US
WA02,The Island Hospital Heliport,US
WA03,Tristan Heliport,US
WA04,Kyles Airport,US
WA05,Apex Airpark,US
WA06,Don Johnson Home Heliport,US
WA07,Barker Airport,US
WA08,Zwainz Farms Airport,US
WA09,Roche Harbor Airport,US
WA10,Gosney Airport,US
WA11,Boeing Military Airplanes Heliport,US
WA12,Acme Field,US
WA13,Seaplane Landing Area Seaplane Base,US
WA14,Connell City Airport,US
WA15,Coulee City Airport,US
WA16,Banas Field,US
WA17,Majerle Strip STOLport,US
WA18,Decatur /Jones/ Airport,US
WA19,Berkley Structures Heliport,US
WA1B,Aru Airport,ID
WA20,Gray Ranch Airport,US
WA21,Elk Heights Airport,US
WA22,Mirth Airport,US
WA23,Pine Bluff Airport,US
WA24,Pfister's Airport,US
WA25,Green Valley Airfield,US
WA26,Harrah Airport,US
WA27,Tom Matson Enumclaw Heliport,US
WA28,Private H/C PAD Heliport,US
WA29,La Center View-Air Airport,US
WA30,LaCrosse Municipal Airport,US
WA31,Reoh1 Heliport,US
WA32,Stonehedge Heliport,US
WA33,Shaw Island Trust Heliport,US
WA34,Newhalem Office Heliport,US
WA35,Clam Harbor Airport,US
WA37,Chinook Farms Airport,US
WA38,South Cove Heliport,US
WA39,Woodfield Airport,US
WA40,Darrington Clinic EMS Heliport,US
WA41,Bear Canyon West Field,US
WA42,Stacey's Airport,US
WA43,Janes Heliport,US
WA44,Maranggo Airport,ID
WA45,Olympic Field,US
WA46,Daybreak Airport,US
WA47,Flying Rock Airpark,US
WA49,Flying R Ranch Airport,US
WA50,Fire District 5 Ems Heliport,US
WA51,Samaritan Hospital Rms Heliport,US
WA52,Deer Flat Airport,US
WA53,Harborview Medical Center Heliport,US
WA54,Safeco Plaza Heliport,US
WA55,Elliott Park Heliport,US
WA56,Israel's Farm Airport,US
WA57,Bluecreek Airport,US
WA58,Eliza Island Airport,US
WA59,Rake's Glen Airport,US
WA60,Longview Bridge Medical Emergency Heliport,US
WA61,Thompson Airport,US
WA62,Paradise Air Ranch Airport,US
WA63,Pleasant Farm Airport,US
WA65,Washington National Guard Sinclair HGTS Heliport,US
WA66,Spring Creek Ranch Airport,US
WA67,Green Mountain STOLport,US
WA68,Sky Valley Airstrip,US
WA69,Wax Orchards Airport,US
WA70,Frosty Creek Airport,US
WA71,Kelly Ranch Heliport,US
WA72,Zema Private Airport,US
WA73,Smith Airport,US
WA74,Quincy Flying Service Airport,US
WA75,Flying 'O' Ranch Heliport,US
WA76,Columbia Crest Winery Airport,US
WA77,Enumclaw Airport,US
WA78,Sky River Ranch Airport,US
WA79,Walter Sutton's Private Strip,US
WA80,McClellan Field,US
WA81,Fishermans Bay Seaplane Base,US
WA82,The Boeing Company Heliport,US
WA83,Westsound/WSX Seaplane Base,US
WA84,Auburn Academy Airport,US
